Frame Rate:,25.0000000000
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
156,00:00:06.240,9.941380570023147,4.6164344618055555,11.059398871527778,14.14830837673611
157,00:00:06.280,9.10112521701389,3.9219053819444443,9.637362196180556,13.744108072916667
158,00:00:06.320,8.209324363425926,2.994951171875,8.614573567708334,13.018448350694445
159,00:00:06.360,6.35213722511574,1.3571278211805555,7.188654513888889,10.510629340277777
160,00:00:06.400,6.11096607349537,1.1391243489583334,7.146100260416667,10.047673611111112
161,00:00:06.440,6.300934606481481,1.1370062934027778,7.334590928819445,10.431206597222221
162,00:00:06.480,6.151300998263889,1.0533778211805556,7.234332682291667,10.166192491319444
163,00:00:06.520,5.768885633680555,0.9455653211805556,6.755491536458333,9.605600043402777
164,00:00:06.560,5.617735821759259,0.9278786892361112,6.609832899305555,9.315495876736112
165,00:00:06.600,5.285891565393519,0.8616612413194444,6.0346082899305555,8.961405164930556
166,00:00:06.640,4.794245876736111,0.7639474826388889,5.388879123263889,8.229911024305556
167,00:00:06.680,5.077306134259259,0.8445659722222222,5.867107204861111,8.520245225694444
168,00:00:06.720,5.404309172453703,0.9098643663194445,6.3679296875,8.935133463541666
169,00:00:06.760,5.868026258680556,1.0099934895833333,7.007469618055556,9.586615668402779
170,00:00:06.800,7.719916449652779,2.1553352864583335,8.41485568576389,12.589558376736111
171,00:00:06.840,9.020450303819445,3.7693294270833335,9.24350368923611,14.048517795138888
172,00:00:06.880,9.01585105613426,4.211998697916667,9.222479383680556,13.613075086805555
173,00:00:06.920,9.514073350694446,4.340184461805555,10.113294270833334,14.088741319444445
174,00:00:06.960,10.19511863425926,4.722162543402778,11.27142578125,14.591767578125
175,00:00:07.000,9.535121889467591,4.3829177517361115,10.00245876736111,14.219989149305556
176,00:00:07.040,9.055057870370371,4.365674913194445,9.116589626736111,13.682909071180555
177,00:00:07.080,8.377427300347222,3.3764908854166666,8.323626302083333,13.432164713541667
178,00:00:07.120,8.33244140625,3.243802083333333,7.806507161458334,13.947014973958334
179,00:00:07.160,8.967106481481482,4.871692708333334,7.789848090277777,14.239778645833333
180,00:00:07.200,9.761226128472222,5.924845920138889,7.944453125,15.414379340277778
181,00:00:07.240,10.722703269675925,4.98041015625,8.819810112847222,18.367889539930555
182,00:00:07.280,7.999835431134259,3.8325455729166666,7.772069227430555,12.394891493055555
183,00:00:07.320,8.07419849537037,4.259612630208333,7.722705078125,12.240277777777777
184,00:00:07.360,8.061834490740742,4.437465277777778,7.587974175347222,12.160064019097222
185,00:00:07.400,7.972574508101853,4.5208940972222225,7.462107204861111,11.934722222222222
186,00:00:07.440,8.078463541666666,4.608128255208333,7.590137803819444,12.037124565972222
187,00:00:07.480,8.318125,4.675118272569445,7.879548611111111,12.399708116319445
188,00:00:07.520,8.360223524305555,4.377723524305556,7.979733072916667,12.723213975694444
189,00:00:07.560,8.312063802083335,4.144120008680556,8.067274305555555,12.724797092013889
190,00:00:07.600,8.097030164930556,3.848666449652778,7.952896050347222,12.489527994791667
191,00:00:07.640,7.659369936342593,3.4606651475694443,7.543862847222222,11.97358181423611
192,00:00:07.680,7.845613064236112,3.4561219618055556,7.702156032986111,12.378561197916667
193,00:00:07.720,8.006878255208333,3.609896918402778,7.8112608506944445,12.599476996527779
194,00:00:07.760,8.038208550347221,3.5700303819444446,7.888475477430555,12.656119791666667
195,00:00:07.800,7.953207103587963,3.5023502604166667,7.746711154513889,12.610559895833333
196,00:00:07.840,7.816774450231481,3.430120442708333,7.551790364583334,12.468412543402778
197,00:00:07.880,8.160081741898148,3.4197927517361113,7.8728667534722225,13.187585720486112
198,00:00:07.920,8.373157913773149,3.4778721788194447,8.176934678819444,13.464666883680556
199,00:00:07.960,8.253255570023148,3.5977452256944447,8.0475390625,13.114482421875
200,00:00:08.000,8.172455512152778,3.7217415364583335,7.853123914930555,12.942501085069445
201,00:00:08.040,8.88323314525463,4.3024609375,8.520855034722222,13.826383463541667
202,00:00:08.080,9.276964699074073,4.644074435763889,9.005731336805555,14.181088324652778
203,00:00:08.120,9.760759910300926,4.863986545138889,9.640552300347222,14.777740885416666
204,00:00:08.160,9.803181785300927,4.765550130208333,9.844828559027778,14.799166666666666
205,00:00:08.200,9.883596643518517,5.018288845486111,10.0241796875,14.608321397569444
206,00:00:08.240,10.408492115162035,5.149602864583334,10.745493706597221,15.330379774305555
207,00:00:08.280,10.566285445601851,5.148149956597222,10.925726996527779,15.624979383680556
208,00:00:08.320,10.416986400462962,5.062521701388889,10.756608072916666,15.431829427083333
209,00:00:08.360,10.642809606481482,5.139717881944445,11.018980034722222,15.769730902777777
210,00:00:08.400,10.883695023148148,5.363551432291667,11.267179904513888,16.02035373263889
211,00:00:08.440,10.611191044560185,5.2880251736111115,11.002680121527778,15.542867838541667
212,00:00:08.480,10.783348524305557,5.40984375,11.198237847222222,15.741963975694444
213,00:00:08.520,11.034572844328705,5.570115017361111,11.487396918402778,16.046206597222223
214,00:00:08.560,10.844410083912036,5.240923394097222,11.401592881944444,15.890713975694444
215,00:00:08.600,10.806677517361111,5.001070963541666,11.393798828125,16.025162760416666
216,00:00:08.640,10.804159432870371,5.019297960069444,11.43574001736111,15.957440321180556
217,00:00:08.680,10.8530859375,5.240725911458333,11.465335286458334,15.853196614583334
218,00:00:08.720,11.108470775462962,5.5026247829861115,11.605116102430555,16.21767144097222
219,00:00:08.760,11.29852249710648,5.806597222222222,11.576220703125,16.51274956597222
220,00:00:08.800,11.417173755787038,6.047408854166667,11.658307291666667,16.545805121527778
221,00:00:08.840,11.800423900462965,6.517326388888889,11.912114800347222,16.971830512152778
222,00:00:08.880,11.97506980613426,6.608067491319445,12.018114149305555,17.299027777777777
223,00:00:08.920,12.02439814814815,6.643884548611111,12.042157118055556,17.38715277777778
224,00:00:08.960,12.137394748263887,6.63064453125,12.265205078125,17.516334635416666
225,00:00:09.000,12.287744140625,6.550729166666667,12.546815321180556,17.765687934027778
226,00:00:09.040,12.327846137152777,6.540441623263889,12.736383463541667,17.706713324652778
227,00:00:09.080,12.372992259837963,6.515934244791667,12.723358289930555,17.879684244791665
228,00:00:09.120,12.339866536458333,6.304192708333333,12.848534071180556,17.866872829861112
229,00:00:09.160,11.934312427662036,6.134310980902778,12.535068359375,17.133557942708332
230,00:00:09.200,11.856304615162037,6.063444010416666,12.477847222222222,17.02762261284722
231,00:00:09.240,11.572463469328703,5.907811414930555,12.151195746527778,16.658383246527777
232,00:00:09.280,11.335339988425924,5.382568359375,12.059202473958333,16.564249131944443
233,00:00:09.320,11.094218749999998,4.864448784722223,11.813707682291666,16.60449978298611
234,00:00:09.360,11.176706452546297,4.866766493055556,11.948370225694445,16.714982638888888
235,00:00:09.400,11.253655598958332,5.047573784722222,12.04640625,16.666986762152778
236,00:00:09.440,11.348285951967592,5.000655381944444,12.231617838541666,16.812584635416666
237,00:00:09.480,11.680793547453703,5.3264767795138885,12.562165798611112,17.153738064236112
238,00:00:09.520,11.565372902199073,5.318831380208334,12.578778211805556,16.798509114583332
239,00:00:09.560,11.906495225694444,5.791833767361111,12.90868381076389,17.018968098958332
240,00:00:09.600,12.060267650462961,6.115235460069444,13.123787977430556,16.94177951388889
241,00:00:09.640,12.085956669560185,6.043551432291666,13.30263888888889,16.9116796875
242,00:00:09.680,12.053250144675927,6.018987630208334,13.158911675347222,16.981851128472222
243,00:00:09.720,11.824656394675925,5.946625434027778,12.701079644097222,16.826264105902776
244,00:00:09.760,11.543035662615742,5.807914496527777,12.674401041666666,16.146791449652778
245,00:00:09.800,11.952094545717593,6.029372829861111,13.220027126736111,16.606883680555555
246,00:00:09.840,12.163654875578706,6.2923795572916665,13.447783203125,16.750801866319446
247,00:00:09.880,12.088994140625,6.443383246527778,13.451223958333333,16.37237521701389
248,00:00:09.920,12.214331958912036,6.445296223958334,13.636672092013889,16.56102756076389
249,00:00:09.960,12.479702690972223,6.713987630208333,13.792763671875,16.932356770833334
250,00:00:10.000,12.275801504629628,6.604466145833333,13.552900390625,16.670037977430557
251,00:00:10.040,12.356391782407407,6.620876736111111,13.651579861111111,16.79671875
252,00:00:10.080,12.405063295717595,6.420339626736111,13.692151692708334,17.102698567708334
253,00:00:10.120,12.590118995949075,6.339517144097222,13.991478949652778,17.439360894097224
254,00:00:10.160,12.821644241898149,6.449242621527778,14.157625868055556,17.85806423611111
255,00:00:10.200,12.883141999421298,6.566134982638889,14.058717447916667,18.024573567708334
256,00:00:10.240,13.340368923611111,6.917834201388889,14.359594184027777,18.74367838541667
257,00:00:10.280,13.169724754050927,6.773204210069444,14.267180989583334,18.4687890625
258,00:00:10.320,13.149294704861111,6.804810112847222,14.08583224826389,18.557241753472223
259,00:00:10.360,13.012289858217592,6.853397352430555,13.901627604166666,18.281844618055555
260,00:00:10.400,12.984854239004628,6.869713541666667,13.669780815972222,18.415068359375
261,00:00:10.440,12.562853009259259,6.662639973958333,13.142705078125,17.883213975694446
262,00:00:10.480,11.725452835648149,6.089282769097222,12.251205512152778,16.835870225694446
263,00:00:10.520,11.133566261574074,5.385771484375,11.672885199652777,16.342042100694446
264,00:00:10.560,10.778591218171295,5.027885199652777,11.164293619791666,16.143594835069443
265,00:00:10.600,10.594246238425926,4.9603125,10.893306206597222,15.929120008680556
266,00:00:10.640,10.327366174768517,4.501756727430555,10.529718967013888,15.95062282986111
267,00:00:10.680,9.99164966724537,4.119991319444445,10.208033854166667,15.646923828125
268,00:00:10.720,9.60349537037037,3.920546875,9.884360894097222,15.005578342013889
269,00:00:10.760,9.371540436921295,3.6761783854166667,9.583429904513888,14.855013020833333
270,00:00:10.800,8.983578197337962,3.498818359375,9.23763671875,14.214279513888888
271,00:00:10.840,8.563464265046296,3.2001475694444443,9.004130859375,13.486114366319445
272,00:00:10.880,8.249521484375,3.151605902777778,8.830162760416666,12.766795789930555
273,00:00:10.920,7.806099175347222,3.1956922743055554,8.316302083333333,11.906303168402777
274,00:00:10.960,7.229893301504629,2.9099403211805557,7.872817925347222,10.90692165798611
275,00:00:11.000,7.033905164930555,2.741449652777778,7.670926649305556,10.689339192708333
276,00:00:11.040,6.660052083333333,2.6280533854166666,7.297269965277778,10.054832899305556
277,00:00:11.080,6.464877025462962,2.6077398003472223,7.014947916666666,9.771943359375
278,00:00:11.120,6.577024377893519,2.6346885850694446,7.161565755208334,9.934818793402778
279,00:00:11.160,6.5744393807870365,2.707072482638889,7.054256727430555,9.961988932291666
280,00:00:11.200,6.4252727141203705,2.6560340711805557,6.923068576388889,9.696715494791667
281,00:00:11.240,6.387631655092592,2.5835655381944442,6.862431640625,9.716897786458333
282,00:00:11.280,6.058228443287038,2.410699869791667,6.516265190972222,9.247720269097222
283,00:00:11.320,5.969877025462964,2.474453125,6.352850477430556,9.082327473958333
284,00:00:11.360,5.745847077546297,2.2881488715277776,6.087417534722222,8.861974826388888
285,00:00:11.400,8.682144097222222,3.363806423611111,9.949799262152778,12.732826605902778
286,00:00:11.440,7.7005005787037035,3.310099826388889,9.047269965277778,10.744131944444444
287,00:00:11.480,8.603122468171295,4.298372395833334,10.117931857638888,11.393063151041666
288,00:00:11.520,9.194992766203704,5.538956163194444,9.362778862847222,12.683243272569445
289,00:00:11.560,10.530608362268518,7.11126953125,10.32915256076389,14.151402994791667
290,00:00:11.600,10.547875795717593,5.7138465711805555,10.117165798611111,15.81261501736111
291,00:00:11.640,12.929090350115741,11.098676215277777,9.510376519097223,18.178218315972224
292,00:00:11.680,23.126315827546296,47.72678927951389,8.365619574652778,13.286538628472222
293,00:00:11.720,4.160785590277778,3.5485123697916667,4.105654296875,4.828190104166667
294,00:00:11.760,3.345192780671296,2.261232638888889,3.631980251736111,4.142365451388889
295,00:00:11.800,3.9849533420138896,3.4014952256944446,3.9170887586805554,4.636276041666667
296,00:00:11.840,5.350978009259259,5.095443793402778,4.830343967013889,6.127146267361111
297,00:00:11.880,4.502793330439815,2.3051453993055557,5.648301866319445,5.554932725694444
298,00:00:11.920,5.945694444444444,4.703828125,6.617825520833334,6.5154296875
299,00:00:11.960,7.582916666666667,6.501247829861111,8.321626519097222,7.925875651041666
300,00:00:12.000,6.770376519097222,3.369067925347222,9.249087456597222,7.6929741753472225
301,00:00:12.040,7.503921802662037,4.3335601128472225,9.621827256944444,8.556378038194444
302,00:00:12.080,7.129638310185186,4.203908420138889,9.054603949652778,8.130402560763889
303,00:00:12.120,6.941589988425926,5.077939453125,7.68736328125,8.059467230902778
304,00:00:12.160,4.825144675925926,3.1623307291666665,5.425415581597222,5.887687717013889
305,00:00:12.200,4.25222583912037,3.9418793402777776,3.8570855034722222,4.957712673611111
306,00:00:12.240,6.437151331018518,7.7767957899305555,4.736895616319444,6.797762586805556
307,00:00:12.280,6.522035951967593,5.4446831597222225,6.654615885416667,7.466808810763889
308,00:00:12.320,8.19363136574074,7.296986762152778,8.048742404513888,9.235164930555555
309,00:00:12.360,10.00623336226852,10.12002170138889,9.25094943576389,10.647728949652778
310,00:00:12.400,9.175278862847223,8.12225368923611,9.286468098958334,10.117114800347222
311,00:00:12.440,8.158912760416667,6.520491536458334,8.540359157986112,9.415887586805555
312,00:00:12.480,8.025227141203704,7.277761501736111,7.583605685763889,9.214314236111111
313,00:00:12.520,6.687302155671296,4.815378689236111,7.059899088541667,8.18662868923611
314,00:00:12.560,7.379954788773148,6.375633680555556,6.934822048611111,8.829408637152778
315,00:00:12.600,7.421781322337964,7.020294053819445,7.041008029513889,8.204041883680556
316,00:00:12.640,6.273756872106482,4.7811859809027775,6.4200271267361115,7.6200575086805555
317,00:00:12.680,7.208950014467593,7.521205512152778,6.113408203125,7.992236328125
318,00:00:12.720,5.803097511574074,4.299562717013889,6.063448350694444,7.0462814670138885
319,00:00:12.760,6.827085141782407,5.616928168402778,6.831743706597222,8.032583550347223
320,00:00:12.800,8.792455873842593,11.07163845486111,6.618126085069444,8.687603081597222
321,00:00:12.840,7.09330222800926,6.715101996527777,6.717760416666667,7.847044270833333
322,00:00:12.880,7.86760597511574,8.888628472222223,6.647214626736111,8.066974826388888
323,00:00:12.920,6.643399884259259,6.046784939236111,6.279390190972222,7.6040245225694445
324,00:00:12.960,5.9745041232638885,5.684815538194444,5.458342013888889,6.780354817708333
325,00:00:13.000,4.620426432291667,3.0772526041666666,4.684619140625,6.099407552083333
326,00:00:13.040,4.565185546875,3.3207161458333334,4.520579427083334,5.854261067708333
327,00:00:13.080,3.556737196180556,2.0692686631944444,3.8385134548611113,4.762429470486111
328,00:00:13.120,3.7689937789351853,2.2304676649305555,3.8400401475694443,5.236473524305556
329,00:00:13.160,2.0555732783564813,0.9406434461805555,2.3152061631944445,2.9108702256944445
330,00:00:13.200,1.974232132523148,0.9817957899305556,2.098862847222222,2.8420377604166664
331,00:00:13.240,3.353564091435185,2.1324793836805553,3.2670399305555557,4.661172960069444
